Ingredients,TAG,DATA,속성,DATA 속성,DATA 세부속성
"ANISE (See also Anise, Star, and Fennel)",Coment,"Anise seeds and fennel are used for braising our pork belly. Fennel and pork is a natural, just like in Italian sausage. — CARRIE NAHABEDIAN, NAHA (CHICAGO)",SPICE,,
ANISE HYSSOP,Season,late spring-summer,SPICE,,
ANISE HYSSOP,Taste,sweet,SPICE,,
ANISE HYSSOP,Weight,light-medium,SPICE,,
ANISE HYSSOP,Volume,quiet-moderate,SPICE,,
ANISE HYSSOP,Matching,apricots,SPICE,,
ANISE HYSSOP,Matching,basil,SPICE,,
ANISE HYSSOP,Matching,"beans, green",SPICE,,
ANISE HYSSOP,Matching,beets,SPICE,,
ANISE HYSSOP,Matching,"berries, esp. blueberries",SPICE,,
ANISE HYSSOP,Matching,beverages,SPICE,,
ANISE HYSSOP,Matching,carrots,SPICE,,
ANISE HYSSOP,Matching,cherries,SPICE,,
ANISE HYSSOP,Matching,chervil,SPICE,,
ANISE HYSSOP,Matching,chicken,SPICE,,
ANISE HYSSOP,Matching,cream and ice cream,SPICE,,
ANISE HYSSOP,Matching,currants,SPICE,,
ANISE HYSSOP,Matching,custards,SPICE,,
ANISE HYSSOP,Matching,desserts,SPICE,,
ANISE HYSSOP,Matching,fennel bulb,SPICE,,
ANISE HYSSOP,Matching,fish,SPICE,,
ANISE HYSSOP,Matching,"FRUITS, ESP. SUMMER",SPICE,,
ANISE HYSSOP,Matching,honey,SPICE,,
ANISE HYSSOP,Matching,lavender,SPICE,,
ANISE HYSSOP,Matching,lemon,,Citrus,
ANISE HYSSOP,Matching,lychees,SPICE,,
ANISE HYSSOP,Matching,marjoram,SPICE,,
ANISE HYSSOP,Matching,melons,SPICE,,
ANISE HYSSOP,Matching,mint,SPICE,,
ANISE HYSSOP,Matching,nectarines,SPICE,,
ANISE HYSSOP,Matching,oranges,,Citrus,ORANGE
ANISE HYSSOP,Matching,parsley,SPICE,,
ANISE HYSSOP,Matching,parsnips,SPICE,,
ANISE HYSSOP,Matching,peaches,SPICE,,
ANISE HYSSOP,Matching,pears,SPICE,,
ANISE HYSSOP,Matching,plums,SPICE,,
ANISE HYSSOP,Matching,pork,SPICE,,
ANISE HYSSOP,Matching,raspberries,SPICE,,
ANISE HYSSOP,Matching,rice,SPICE,,
ANISE HYSSOP,Matching,"salads: fruit, green",SPICE,,
ANISE HYSSOP,Matching,"shellfish (e.g., shrimp)",SPICE,,
ANISE HYSSOP,Matching,shrimp,SPICE,,
ANISE HYSSOP,Matching,spinach,SPICE,,
ANISE HYSSOP,Matching,"squash, winter",SPICE,,
ANISE HYSSOP,Matching,"stone fruits (e.g., peaches)",SPICE,,
ANISE HYSSOP,Matching,sweet potatoes,SPICE,,
ANISE HYSSOP,Matching,tarragon,SPICE,,
ANISE HYSSOP,Matching,teas,SPICE,,
ANISE HYSSOP,Matching,tomatoes,SPICE,,
ANISE HYSSOP,Matching,"vegetables, root",SPICE,,
ANISE HYSSOP,Matching,watermelon,SPICE,,
ANISE HYSSOP,Matching,zucchini,SPICE,,
"ANISE, STAR",Taste,"sweet, bitter",SPICE,,
"ANISE, STAR",Weight,medium,SPICE,,
"ANISE, STAR",Volume,moderate-loud,SPICE,,
"ANISE, STAR",Tips,Add at the beginning of the cooking process. Use in stir-fries,SPICE,,
"ANISE, STAR",Matching,allspice,SPICE,,
"ANISE, STAR",Matching,"baked goods (e.g., breads,pastries)",SPICE,,
"ANISE, STAR",Matching,beef,SPICE,,beef
"ANISE, STAR",Matching,beverages,SPICE,,
"ANISE, STAR",Matching,cardamom,SPICE,,
"ANISE, STAR",Matching,chestnuts,SPICE,,
"ANISE, STAR",Matching,chicken,SPICE,,
"ANISE, STAR",Matching,chile peppers,SPICE,,
"ANISE, STAR",Matching,chili powder,SPICE,,
"ANISE, STAR",Matching,CHINESE CUISINE,SPICE,,
"ANISE, STAR",Matching,"chocolate, esp. milk",SPICE,,
"ANISE, STAR",Matching,cinnamon,SPICE,,
"ANISE, STAR",Matching,citrus zest,,Citrus,
"ANISE, STAR",Matching,cloves,SPICE,,
"ANISE, STAR",Matching,coriander,SPICE,,
"ANISE, STAR",Matching,cumin,SPICE,,
"ANISE, STAR",Matching,curry powder (ingredient),SPICE,,
"ANISE, STAR",Matching,duck,SPICE,,
"ANISE, STAR",Matching,eggs,SPICE,,
"ANISE, STAR",Matching,fennel seeds,SPICE,,
"ANISE, STAR",Matching,figs,SPICE,,
"ANISE, STAR",Matching,fish,SPICE,,
"ANISE, STAR",Matching,FIVE-SPICE POWDER,SPICE,,
"ANISE, STAR",Matching,"fruits, esp. tropical",SPICE,,
"ANISE, STAR",Matching,garlic,SPICE,,
"ANISE, STAR",Matching,ginger,SPICE,,
"ANISE, STAR",Matching,Indian cuisine,SPICE,,
"ANISE, STAR",Matching,kumquats,SPICE,,
"ANISE, STAR",Matching,leeks,SPICE,,
"ANISE, STAR",Matching,lemongrass,,Citrus,
"ANISE, STAR",Matching,"lime, zest",,Citrus,
"ANISE, STAR",Matching,liqueurs,,ALCOCHOL,LIQUEURS
"ANISE, STAR",Matching,mace,SPICE,,
"ANISE, STAR",Matching,Malaysian cuisine,SPICE,,
"ANISE, STAR",Matching,mangoes,SPICE,,
"ANISE, STAR",Matching,maple syrup,SPICE,,
"ANISE, STAR",Matching,"meats, esp. fatty",SPICE,meat,
"ANISE, STAR",Matching,nutmeg,SPICE,,
"ANISE, STAR",Matching,"orange, zest",,Citrus,ORANGE
"ANISE, STAR",Matching,oxtails,SPICE,,
"ANISE, STAR",Matching,"pears, esp. poached",SPICE,,
"ANISE, STAR",Matching,"pepper: black, Szechuan",SPICE,,
"ANISE, STAR",Matching,pineapple,SPICE,,
"ANISE, STAR",Matching,"plums, esp. poached",SPICE,,
"ANISE, STAR",Matching,pork,SPICE,,
"ANISE, STAR",Matching,poultry,SPICE,,
"ANISE, STAR",Matching,pumpkin,SPICE,,
"ANISE, STAR",Matching,raspberries,SPICE,,
"ANISE, STAR",Matching,root vegetables,SPICE,,
"ANISE, STAR",Matching,salmon,SPICE,,
"ANISE, STAR",Matching,sauces,SPICE,,
"ANISE, STAR",Matching,scallions,SPICE,,
"ANISE, STAR",Matching,scallops,SPICE,,
"ANISE, STAR",Matching,shellfish,SPICE,,
"ANISE, STAR",Matching,shrimp,SPICE,,
"ANISE, STAR",Matching,soups,SPICE,,
"ANISE, STAR",Matching,soy sauce,SPICE,,
"ANISE, STAR",Matching,stews,SPICE,,
"ANISE, STAR",Matching,"stocks: beef, chicken",SPICE,Stocks,
"ANISE, STAR",Matching,sweet potatoes,SPICE,,
"ANISE, STAR",Matching,tamarind,SPICE,,
"ANISE, STAR",Matching,teas,SPICE,,
"ANISE, STAR",Matching,tuna,SPICE,,
"ANISE, STAR",Matching,turmeric,SPICE,,
"ANISE, STAR",Matching,vanilla,SPICE,,
"ANISE, STAR",Matching,"vegetables, esp. root",SPICE,,
"ANISE, STAR",Matching,"Vietnamese cuisine (e.g., pho)",SPICE,,
"ANISE, STAR",Matching,"wine, rice",SPICE,Wine,
"ANISE, STAR",Flavor Affinities,star anise + cream + maple,SPICE,,
"ANISE, STAR",Flavor Affinities,star anise + milk + milk chocolate + orange zest + sugar,,Citrus,ORANGE
"ANISE, STAR",Flavor Affinities,star anise + pork + soy sauce + sugar,SPICE,,
"ANISE, STAR",Coment,"As a kid, I hated black jelly beans. But I have grown to like all the various forms ofanise, and star anise is one ofmy favorites. My favorite application is when it is infused with milk chocolate. It then has an almost malty-caramely quality to it. It adds that little something that people can’t quite identify. I also love pears with anise, which works well with roasted or poached pears. — MICHAEL LAISKONIS, LE BERNARDIN (NEW YORK CITY)",SPICE,,
"ANISE, STAR",Coment,"I love using star anise in dishes from meats to desserts. I love how it can be kind ofmeaty in a stew, or kind ofsweet, adding bright, warm notes to a pumpkin dessert. — TONY LIU, AUGUST (NEW YORK CITY)",SPICE,,
"ANISE, STAR",Dishes,"Insalata A Voce: Green Apple, Marcona Almonds, Watercress, Pecorino — Andrew Carmellini, A Voce (New York City)",SPICE,,
"ANISE, STAR",Dishes,"Apple and Eggplant Croute with Apple Butter, Cranberry Compote, and Lemon-Poached Apples — Dominique and Cindy Duby, Wild Sweets (Vancouver)",,Citrus,
"ANISE, STAR",Dishes,"Apple Softcake with Dark Chocolate and Cinnamon Soup  — Dominique and Cindy Duby, Wild Sweets (Vancouver)",SPICE,,
"ANISE, STAR",Dishes,"Sauteed Apples, Olive Oil Sponge, Maple-Brown Butter Ice Cream  — Johnny luzzini, pastry chef, Jean Georges (New York City)",SPICE,,
"ANISE, STAR",Dishes,"Poached Granny Smith Apples, Wildflower Honey, and Belgian Endive Leaves  — Thomas Keller, The French Laundry (Yountville, California)",SPICE,,
"ANISE, STAR",Dishes,"Apple-Lychee Sorbet  — Michael Laiskonis, pastry chef, Le Bemardin (New York City)",SPICE,,
"ANISE, STAR",Dishes,"Caramelized Apple Sundae with Butter Pecan Ice Cream   — Emily Luchetti, Farallon (San Francisco)",SPICE,,
"ANISE, STAR",Dishes,"Warm Granny Smith Apple Tart with Buttermilk Ice Cream  — Patrick O’Connell, The Inn at Little Washington (Washington, Virginia)",SPICE,,
APPETIZERS,Tips,Saltiness stimulates appetite.,,,
APPETIZERS,Tips,Serve small portions so as not to satiate the appetite too early in a meal.,,,
APPETIZERS,Tips,Accompany appetizers with light-bodied wines.,,,
APPLES,Season,autumn,,,
APPLES,Taste,"sweet, astringent",,,
APPLES,Function,cooling,,,
APPLES,Weight,medium,,,
APPLES,Volume,quiet-moderate,,,
APPLES,Techniques,"bake, caramelize, deep-fry (e.g., as fritters), grill, poach, raw, saute, stew",,,
APPLES,Matching,allspice,,,
APPLES,Matching,almonds,,,
APPLES,Matching,apple cider or juice,,,
APPLES,Matching,applejack,,,
APPLES,Matching,"apricots: dried, jam, puree",,,
APPLES,Matching,Armagnac,,ALCOHOL,ARMAGNAC
APPLES,Matching,bacon,,,
APPLES,Matching,bay leaf,,,
APPLES,Matching,beef,,beef,
APPLES,Matching,blackberries,,,
APPLES,Matching,bourbon,,,
APPLES,Matching,"brandy, esp. apple",,ALCOCHOL,BRANDY
APPLES,Matching,brioche,,,
APPLES,Matching,"BUTTER, UNSALTED",,,
APPLES,Matching,butterscotch,,,
APPLES,Matching,"cabbage, red",,,
APPLES,Matching,CALVADOS,,,
APPLES,Matching,CARAMEL,,,
APPLES,Matching,cardamom,,,
APPLES,Matching,celery,,,
APPLES,Matching,celery root,,,
APPLES,Matching,"cheese: Camembert, cheddar,",,Cheese,
APPLES,Matching,"goat, Gruyere",,,
APPLES,Matching,"cherries: dried, fresh",,,
APPLES,Matching,chestnuts,,,
APPLES,Matching,chicken,,,
APPLES,Matching,chives,,,
APPLES,Matching,cider,,,
APPLES,Matching,*CINNAMON,,,
APPLES,Matching,cloves,,,
APPLES,Matching,cognac,,,
APPLES,Matching,Cointreau,,,
APPLES,Matching,coriander,,,
APPLES,Matching,cranberries,,,
APPLES,Matching,CREAM AND ICE CREAM,,,
APPLES,Matching,creme anglaise (sauce),,,
APPLES,Matching,creme fraiche,,,
APPLES,Matching,"crust: pastry, pie",,,
APPLES,Matching,cumin,,,
APPLES,Matching,"currants, esp. black, and currant",,,
APPLES,Matching,jelly,,,
APPLES,Matching,curry powder,,,
APPLES,Matching,custards,,,
APPLES,Matching,dates,,,
APPLES,Matching,duck,,,
APPLES,Matching,eggplant,,,
APPLES,Matching,fennel,,,
APPLES,Matching,"French cuisine, esp. from",,,
APPLES,Matching,Normandy,,,
APPLES,Matching,frisee,,,
APPLES,Matching,ginger,,,
APPLES,Matching,goose,,,
APPLES,Matching,hazelnuts,,,
APPLES,Matching,"honey, esp. chestnut, wildflower",,,
APPLES,Matching,horseradish,,,
APPLES,Matching,ice cream,,,
APPLES,Matching,Kirsch,,,
APPLES,Matching,lavender,,,
APPLES,Matching,"LEMON: JUICE, ZEST",,Citrus,
APPLES,Matching,lemon thyme,,Citrus,
APPLES,Matching,lychees,,,
APPLES,Matching,Madeira,,,
APPLES,Matching,maple syrup,,,
APPLES,Matching,mayonnaise,,,
APPLES,Matching,meringue,,,
APPLES,Matching,molasses,,,
APPLES,Matching,mustard,,,
APPLES,Matching,nutmeg,,,
APPLES,Matching,nuts,,,
APPLES,Matching,oatmeal and oats,,,
APPLES,Matching,"oil: canola, hazelnut, walnut",,oil,
APPLES,Matching,olive oil,,Olive oil,
APPLES,Matching,"onions, esp. green, red",,,
APPLES,Matching,"orange: juice, zest",,Citrus,ORANGE
APPLES,Matching,parsley,,,
APPLES,Matching,peanuts and peanut butter,,,
APPLES,Matching,pears,,,
APPLES,Matching,pecans,,,
APPLES,Matching,"pepper, black",,,
APPLES,Matching,pies,,,
APPLES,Matching,pineapple,,,
APPLES,Matching,pine nuts,,,
APPLES,Matching,pistachios,,,
APPLES,Matching,plums,,,
APPLES,Matching,pomegranates,,,
APPLES,Matching,pork,,,
APPLES,Matching,poultry,,,
APPLES,Matching,prunes,,,
APPLES,Matching,puff pastry,,,
APPLES,Matching,pumpkin,,,
APPLES,Matching,quince,,,
APPLES,Matching,"raisins, esp. seedless, white",,,
APPLES,Matching,rhubarb,,,
APPLES,Matching,rice and rice pudding,,,
APPLES,Matching,rosemary,,,
APPLES,Matching,"RUM: DARK, LIGHT",,RUM,
APPLES,Matching,"salads: fruit, green",,,
APPLES,Matching,"salt, kosher",,,
APPLES,Matching,sauerkraut,,,
APPLES,Matching,sherry,,,
APPLES,Matching,soups,,,
APPLES,Matching,sour cream,,,
APPLES,Matching,star anise,,,
APPLES,Matching,"SUGAR: BROWN, WHITE",,,
APPLES,Matching,sweet potatoes,,,
APPLES,Matching,tarragon,,,
APPLES,Matching,tarts,,,
APPLES,Matching,thyme,,,
APPLES,Matching,vanilla,,,
APPLES,Matching,verjus,,,
APPLES,Matching,vermouth,,,
APPLES,Matching,"vinegar apple cider, raspberry",,Vinegar,
APPLES,Matching,WALNUTS,,,
APPLES,Matching,"wine: red, dry white",,Wine,
APPLES,Matching,yogurt,,,
APPLES,Flavor Affinities,apples + almonds + caramel,,,
APPLES,Flavor Affinities,apples + almonds + Armagnac + creme fraiche + raisins,,,
APPLES,Flavor Affinities,apples + apricots + pine nuts + rosemary,,,
APPLES,Flavor Affinities,apples + brown sugar + cream + walnuts,,,
APPLES,Flavor Affinities,apples + Calvados + cranberries + maple syrup,,,
APPLES,Flavor Affinities,apples + caramel + cinnamon,,,
APPLES,Flavor Affinities,apples + caramel + cinnamon + dates + lemon confit + quince + ras elhanout + vanilla,,Citrus,
APPLES,Flavor Affinities,apples + caramel + peanuts,,,
APPLES,Flavor Affinities,apples + caramel + pecans,,,
APPLES,Flavor Affinities,apples + caramel + pistachios + vanilla,,,
APPLES,Flavor Affinities,apples + celery + walnuts,,,
APPLES,Flavor Affinities,apples + cinnamon + cranberries,,,
APPLES,Flavor Affinities,apples + cinnamon + dark chocolate + yams,,,
APPLES,Flavor Affinities,apples + cream + ginger,,,
APPLES,Flavor Affinities,apples + ginger + hazelnuts,,,
APPLES,Flavor Affinities,apples + ginger + lemon + quince + sugar,,Citrus,
APPLES,Flavor Affinities,apples + honey + lemon thyme,,Citrus,
APPLES,Flavor Affinities,apples + raisins + rum,,,
APPLES,Flavor Affinities,apples + red cabbage + cinnamon,,,
APPLES,Coment,"The combination of apple and celery works. A tart green apple sorbet is not going to knock your socks off, because you are programmed to know it. When you add the flavor of celery, you get something new. I also love the flavors of apple and fennel together, especially in sorbet. — MICHAEL LAISKONIS, LE BERNARDIN (NEW YORK CITY)",,,
APPLES,Coment,"I make an apple confit ofthinly sliced apples with cinnamon caramel powder layered between the apples and baked slowly. When the dish is served, next to the apples is a small pile ofdates poached in syrup with vanilla. The other flavors on the plate are lemon confit, quince, raw apple with apple cider gelee, and ras el hanout (a Moroccan spice blend). For this dish you need a contrast for the sweetness, so the role of the lemon confit is to cleanse and refresh. Ifthe confit was not there, you would have a bite ofthe sweet date and be done. The date and lemon is like a salad. The line drawing this together is the quince and dates that come from the Middle East and that was the line to ras el hanout. — MICHAEL LAISKONIS, LE BERNARDIN (NEW YORK CITY)",,Citrus,
APPLES,Coment,"If you cook apples on top ofthe stove, some varieties will have a lot of juice while others will have none at all. Fuji, Gala, and Golden Delicious apples tend to be juicy, while Granny Smith apples are often drier. With different types of apples, you often don’t know exactly what they will do. So ifI’m going to serve apples with gingerbread, I will saute them in a little sugar and see what happens. Ifthey are letting out a bunch ofjuice, I won’t add much sugar. Ifthey are dry, I’ll add some apple juice or Calvados. — EMILY LUCHETTI, FARALLON (SAN FRANCISCO)",,,
APPLES,Coment,"When 1 make an apple pie, I won’t use any fewer than three different kinds of apples for their different textures and sweetnesses, which ensures that every single bite is interesting. I’ll use Galas or Golden Delicious apples for their sweetness in the middle ofthe pie, and soft Jonathans or Mclntoshes on top for their ability to melt into the others, and Braebums or Granny Smiths on the bottom for their ability to stay firm. ... I can’t imagine an apple pie without cinnamon, a splash of lemon juice, and a pinch ofsalt. — SHARON HACE, YORK STREET (DALLAS)",,Citrus,
APPLES,Coment,"Apples and caramel are a wonderful combination and depending on what nut you add it will take the combination in very different directions. Ifyou add pecans, it would make the combination a heavier winter dessert, versus adding almonds, which would keep it lighter. Both work; you just need to decide how heavy you want the dish. — EMILY LUCHETTI. FARALLON (SAN FRANCISCO)",,,
APPLES,Coment,"Apples and caramel are a wonderful combination and depending on what nut you add it will take the combination in very different directions. Ifyou add pecans, it would make the combination a heavier winter dessert, versus adding almonds, which would keep it lighter. Both work; you just need to decide how heavy you want the dish. — EMILY LUCHETTI. FARALLON (SAN FRANCISCO)",,,
APPLES,Coment,"Ifyou stay in the boundaries ofwhat people think a dessert should be it gets very hard to do something new. We explain that they already eat carrot cake. We think parsnip will work instead of carrot and that kabocha squash will work instead of pumpkin in a pie. When people see eggplant in a dessert they automatically think it will not work. You have to hide the unusual element and play up what people know already. The boundaries are limitless when you think of all the crossovers between sweet and savory. Duck a 1'orange is a fruit and meat combined, so why not use bacon in a dessert? A pancake with maple syrup and bacon on the plate is really sweet and savory. So people already eat these combinations unconsciously. For our apple-eggplant dessert, we start with a choux dough piecrust. Then we layer an almond cream-like custard. Then we alternate apple and eggplant slices side by side. We use baby eggplant because it has a spongy texture and sucks up moisture from the cream that can otherwise make the crust soggy and absorb the juice and flavor from the apples that would normally just evaporate. So when you eat the eggplant and apples, the eggplant tastes like apples. — DOMINIQUE AND CINDY DUBY, WILD SWEETS (VANCOUVER)",,,
APPLES,Coment,"I have always been very fond of chef Fredy Girardet [who earned three Michelin stars at his restaurant in Switzerland before retiring in 1996]. When I was young, I cooked almost every recipe from his book and visited his restaurant. One of his most interesting desserts was an apple dessert made of apples in the shape oflittle balls. The dessert broke away from cooking apples whole in the traditional way, which alone inspired me. He cooked them over a very high heat for two minutes and put them into a red wine reduction that had cinnamon, orange peel, and sugar. This was put onto a sheet tray that needed to be shaken for an hour so the apples would not dry out. The apples would absorb these flavors like a sponge and would then be served with vanilla ice cream. In that spirit, we transformed this dessert. We transformed the wine by “espherication” so that it creates a bubble ofliquid that explodes in your mouth. We cut apples with a melon bailer, then vacuum-packed the apples with the wine but cooked it in such a way that the apples stayed hard and absorbed the wine flavor. — JOSE ANDRES, CAF£ ATLANTIC© (WASHINGTON, DC)",,Citrus,ORANGE
APPLES,Coment,"We serve a dish ofsmoked oysters with apples. We smoke the oysters over applewood, and so it seemed logical to add apple to the dish. We serve it with a puree of apple with juniper that just plays beautifully off the oyster. — KATSUYA FUKUSHIMA, MINIBAR (WASHINGTON, DC)",,,
APRICOTS — IN GENERAL,Season,summer,,,
APRICOTS — IN GENERAL,Taste,sweet,,,
APRICOTS — IN GENERAL,Weight,medium,,,
APRICOTS — IN GENERAL,Volume,moderate,,,
APRICOTS — IN GENERAL,Techniques,"bake, grill, poach, raw, stew",,,
APRICOTS — IN GENERAL,Matching,allspice,,,
